follower_count,likes,comments,shares,saves,hashtag_count,post_type,hour_of_day,day_of_week,account_age_days,reach,reach_tier
1488,17,1,0,1,10,reel,5,4,2825,2020,0
11642,733,29,12,47,4,video,8,2,1803,9001,1
17874,649,35,17,51,1,reel,16,6,2926,18894,2
1000,26,1,0,0,19,image,8,4,983,2142,0
18860,623,14,27,37,9,reel,7,1,828,21473,2
484748,15187,923,364,779,2,image,15,6,3481,292057,2
25639,426,12,15,46,6,image,3,6,789,11673,1
114937,1344,84,22,42,2,video,13,2,3002,102002,2
11262,404,11,18,37,3,image,6,4,1012,3423,0
7102,99,2,3,9,15,image,7,3,405,5337,1
16095,507,14,20,30,20,image,10,6,1459,10742,1
1865,76,4,1,4,24,video,17,6,391,3916,0
1429,29,2,1,1,12,image,5,2,2734,1629,0
79169,2945,230,114,161,22,reel,16,6,3622,90830,2
95818,5577,361,90,626,2,image,8,4,1992,40919,2
1361,45,3,1,1,3,image,21,0,3565,1153,0
46276,1914,138,39,136,10,video,9,3,3216,36102,2
6929,677,35,29,36,19,reel,10,2,3476,12283,2
14937,1506,50,62,139,4,video,18,6,2559,16985,2
18553,56,3,1,3,0,image,1,1,1252,5086,1
48524,1162,33,25,71,18,reel,20,0,2250,49234,2
9404,220,15,9,7,12,video,7,0,971,8236,1
102569,847,37,37,94,13,reel,19,0,1915,66332,2
14142,556,20,16,42,13,video,8,3,2789,9123,1
24922,573,40,22,20,28,image,4,6,1524,18949,2
1808,49,1,1,4,3,reel,2,3,1777,1320,0
394583,15414,1209,369,1544,18,image,19,0,1282,287131,2
18876,517,39,24,36,23,reel,0,6,285,30415,2
29242,556,31,21,65,23,video,15,6,663,12740,2
1000,53,3,0,2,2,image,14,5,631,767,0
1842,54,1,1,5,10,image,5,0,1008,1532,0
75221,2133,98,55,226,29,image,18,1,258,69251,2
13580,156,11,3,11,23,image,9,0,3292,9526,1
1000,37,0,1,2,28,image,19,4,2878,2953,0
52518,429,16,6,17,22,reel,8,2,3033,29048,2
3044,453,18,10,19,2,image,18,0,2019,3848,0
102782,1974,119,86,134,30,image,10,5,46,37607,2
6918,375,23,5,42,25,reel,11,5,614,7700,1
11713,217,5,5,10,20,image,20,4,841,10949,1
67651,303,10,10,22,0,reel,2,1,2690,31299,2
1610,60,4,1,2,28,image,9,6,2953,2871,0
1356,34,1,0,1,27,reel,1,2,2496,4038,1
5689,86,3,2,5,26,reel,1,4,2150,9417,1
35915,763,22,36,89,9,image,3,0,1354,8951,1
1000,18,1,0,0,28,image,17,4,288,2880,0
1000,37,0,0,1,0,image,18,6,875,978,0
35692,2063,78,67,71,17,image,18,3,2953,31982,2
2737,131,6,4,10,23,image,23,1,2245,2997,0
3999,216,4,4,16,6,video,13,2,2757,3930,0
1000,35,2,0,1,29,reel,4,1,3333,4240,1
2387,44,3,1,2,18,image,11,4,1049,2547,0
7993,132,7,3,7,5,reel,13,3,2215,7886,1
43246,924,42,42,28,28,image,18,6,2723,35863,2
2021,29,0,0,3,3,image,11,0,2797,1036,0
160055,1897,100,22,188,30,image,0,6,3240,103732,2
2363,32,1,1,1,30,image,20,1,3389,5365,1
2369,42,2,1,3,29,image,14,0,2373,4271,1
128958,9179,263,244,546,9,image,2,1,3096,111831,2
11856,489,30,19,15,13,image,22,3,2722,7982,1
2999,142,5,6,11,23,reel,10,5,1139,5327,1
6128,100,5,2,9,24,video,19,4,207,6882,1
92552,1463,43,52,87,6,reel,17,1,3323,56719,2
113455,1215,42,47,62,15,image,6,5,2076,56834,2
1862,49,2,1,2,11,reel,21,0,2001,3724,0
7507,227,10,10,13,21,image,22,2,2758,4258,1
9530,758,60,36,54,23,image,22,6,502,11994,1
1373,18,0,0,1,13,image,4,6,1705,1714,0
7330,192,4,2,9,27,image,3,2,2692,6642,1
8181,166,8,7,15,9,image,13,2,1494,2386,0
63093,2677,105,82,312,23,reel,5,2,2526,71576,2
71208,4598,334,71,212,13,reel,14,1,2068,78479,2
4480,340,11,13,25,3,image,16,1,1357,3496,0
5513,130,9,4,8,9,reel,0,5,2473,4059,1
26788,420,25,6,35,25,image,18,4,1674,23341,2
2826,126,3,2,13,13,image,3,4,2987,1628,0
23378,1221,54,54,134,24,image,13,5,248,11948,1
6917,846,41,41,59,21,image,13,6,2986,12198,1
1415,37,1,0,3,12,image,0,5,2801,1917,0
1447,133,5,2,10,6,image,4,0,2575,1853,0
109612,1997,109,48,198,22,image,12,5,984,89501,2
6114,218,13,6,23,20,reel,10,0,3591,7082,1
155225,10104,508,222,950,9,reel,11,4,2392,196672,2
3214,81,4,2,2,2,reel,16,6,1978,1525,0
13686,76,5,0,3,12,image,16,6,886,10750,1
601281,10209,509,435,1028,0,image,15,3,1635,271412,2
1207,9,0,0,0,23,video,17,6,1654,2835,0
1000,15,0,0,1,7,video,20,1,1227,1464,0
82113,738,20,16,62,12,image,5,6,1163,39998,2
1829,92,3,3,9,6,reel,22,5,480,3634,0
7806,388,17,9,39,28,reel,11,5,2646,10162,1
2822,32,2,0,1,25,image,22,6,835,3313,0
13130,629,20,24,57,28,reel,15,5,1739,22934,2
1464,19,1,0,1,23,image,9,6,1138,2870,0
5861,117,2,5,4,3,image,1,3,3575,3337,0
18208,1333,39,25,98,20,image,2,6,1864,13847,2
1319,101,3,3,8,14,video,14,5,1072,2591,0
2298,53,2,1,3,21,image,16,1,3642,2839,0
4336,145,4,5,9,21,video,3,2,3022,6456,1
1000,11,0,0,0,20,image,22,5,2837,2164,0
3787,166,8,6,16,19,image,7,4,544,3184,0
10034,192,8,9,9,25,video,18,0,3244,6056,1
3947,114,5,2,7,26,image,18,4,654,4057,1
4971,351,13,15,26,16,video,16,2,686,6486,1
7817,130,5,5,4,0,reel,21,0,1329,3344,0
2489,76,2,2,5,0,reel,19,1,117,2162,0
28110,1540,55,47,67,1,reel,3,1,135,15501,2
107447,1722,90,39,87,26,image,9,2,39,73399,2
3512,105,5,1,6,14,image,13,6,1173,3234,0
19406,187,13,2,13,14,reel,12,1,1850,17517,2
5264,128,8,4,8,8,reel,12,1,404,6984,1
15644,439,8,8,15,28,image,4,6,455,8088,1
135727,4393,148,130,270,7,reel,23,3,1902,166111,2
20243,651,47,29,21,27,image,16,6,715,7909,1
1000,45,1,1,2,20,reel,19,2,1782,4281,1
18346,434,21,7,16,12,video,8,1,673,5781,1
74544,4360,263,171,196,20,image,15,6,2666,74738,2
5437,221,11,4,16,28,image,6,0,2614,5191,1
48637,1940,39,79,220,2,image,14,5,3402,21839,2
2339,40,1,0,1,1,video,6,1,3481,1226,0
1000,50,1,0,4,5,video,22,5,2682,1662,0
10447,485,14,22,16,20,image,12,3,468,6230,1
1000,19,0,0,1,16,video,11,0,1997,2109,0
5262,32,1,0,2,21,video,12,6,416,2934,0
82151,1697,75,31,67,12,image,5,1,2477,26387,2
1000,25,0,0,2,26,image,19,5,1223,3598,0
1000,36,0,1,1,14,image,6,1,1780,1597,0
1264,24,1,0,2,14,image,21,2,2338,1771,0
7230,591,17,6,49,14,reel,20,1,1496,15638,2
4195,422,14,18,40,7,reel,7,6,1367,8840,1
100553,6015,327,132,269,30,video,13,0,1647,131609,2
45153,2444,76,31,143,1,image,7,3,1038,12954,2
19761,629,20,6,58,0,reel,3,1,848,15871,2
10531,272,6,12,19,14,image,6,5,447,8603,1
16445,483,38,14,41,21,image,20,3,248,7561,1
1717,43,2,1,2,14,reel,7,3,1688,2872,0
37910,762,39,26,68,24,reel,22,5,2382,49092,2
1094,82,6,2,7,11,reel,17,4,157,2067,0
36449,1835,102,74,104,7,image,10,4,1769,23852,2
68532,863,30,39,94,19,image,15,2,2304,40839,2
11843,185,8,6,17,7,reel,21,1,3131,12116,1
5900,286,13,12,10,16,image,1,0,3011,6014,1
16656,320,14,3,10,19,reel,19,3,2009,23534,2
1000,9,0,0,0,3,image,13,4,3537,887,0
13961,407,10,13,35,7,reel,23,1,3246,14527,2
6607,131,3,2,14,1,image,20,2,1196,1874,0
7397,559,23,9,50,6,image,21,0,1647,5720,1
28904,473,11,7,23,27,reel,1,3,3017,35037,2
7082,193,15,4,6,0,reel,10,6,2609,3963,0
1040,23,1,0,1,23,image,21,4,1865,2357,0
6282,97,2,1,7,5,reel,6,0,1817,5453,1
9150,173,9,5,19,14,video,6,3,999,5647,1
9965,158,10,2,14,0,video,16,6,1901,7731,1
10844,191,8,6,21,15,image,7,1,379,10084,1
52620,5478,267,110,537,28,reel,14,1,2946,55533,2
1147,14,0,0,1,3,video,9,5,1648,502,0
11117,439,14,12,35,9,video,10,4,1466,10105,1
82608,3964,221,76,325,8,reel,3,1,3170,48707,2
1000,48,2,1,3,21,image,20,0,3640,2279,0
11196,136,9,4,14,25,reel,2,0,3460,9110,1
2825,101,7,4,5,8,reel,4,3,3131,2842,0
4157,47,3,1,5,3,image,5,2,1702,2831,0
1589,208,5,6,16,27,reel,6,1,2777,4874,1
5971,361,24,11,25,3,reel,0,0,2829,6232,1
222851,5889,356,170,288,26,video,23,0,2393,159487,2
1000,45,1,1,2,17,image,13,2,801,1553,0
1000,13,0,0,1,24,image,11,1,928,2268,0
1000,47,3,1,2,26,image,3,5,2724,2526,0
181562,4380,291,181,132,21,image,15,5,73,134515,2
3525,83,1,2,4,11,video,2,5,107,2245,0
7737,141,4,2,8,10,video,6,4,2507,6687,1
3924,575,43,20,65,20,video,13,3,1544,8048,1
1480,55,4,2,4,15,image,23,1,3332,1962,0
5306,381,13,15,25,27,video,14,1,2816,9736,1
676601,14422,528,289,1708,23,reel,11,4,940,449949,2
99282,2844,161,102,179,27,reel,15,6,1357,74246,2
1745,94,2,4,10,12,reel,17,5,962,2745,0
25994,1640,91,23,188,14,image,12,5,403,24092,2
1813,57,4,1,5,27,reel,8,5,1104,4791,1
1000,55,2,1,4,9,reel,21,0,3546,3217,0
50772,1888,121,78,196,25,reel,7,6,3632,77827,2
65392,945,48,21,55,17,video,2,4,1112,30966,2
53257,4642,172,182,292,12,image,7,6,1917,43238,2
3478,68,3,1,3,28,image,18,6,182,4277,1
6001,91,4,1,4,8,image,1,0,675,2154,0
31243,1949,128,27,82,21,image,9,6,1507,17256,2
16394,704,36,14,75,11,image,0,3,1628,10014,1
3989,145,10,6,4,29,reel,21,2,2553,6991,1
1000,74,1,1,5,16,image,7,6,1275,2503,0
9946,246,19,2,15,17,image,5,4,1419,8820,1
56512,2495,132,110,161,9,video,16,4,2795,33732,2
1000,35,1,0,3,0,image,22,4,3291,623,0
25585,362,8,12,37,30,image,1,4,2415,11601,1
14717,243,9,3,21,13,reel,20,5,801,16197,2
31265,1493,69,69,137,20,image,9,2,1630,26013,2
38931,1128,85,34,115,28,image,4,6,2125,24906,2
2321,103,6,1,6,10,video,1,4,1011,2711,0
1000,48,1,1,3,1,image,10,3,417,392,0
3101,33,1,0,1,24,image,5,3,3075,2976,0
40152,952,47,22,48,19,video,5,0,457,41903,2
3054,226,16,5,25,19,reel,4,0,448,6812,1
2323,34,2,1,3,11,image,3,5,737,2253,0
1000,7,0,0,0,28,image,18,2,31,3256,0
189997,5757,132,91,192,12,video,9,6,818,117745,2
35820,768,21,30,74,1,reel,19,2,421,32008,2
32396,1940,97,21,223,17,video,12,6,2418,37821,2
46254,2648,67,100,300,24,reel,1,5,3270,46094,2
22881,1305,45,22,123,12,reel,9,0,3102,31800,2
5219,289,20,8,25,14,image,2,2,2094,6405,1
6034,190,8,6,7,28,reel,7,6,3163,11346,1
3753,124,9,4,4,18,image,19,5,1481,5535,1
929622,57802,3777,2406,3113,9,reel,7,1,2305,643945,2
22040,1202,43,36,97,11,video,5,1,1213,15984,2
3516,80,1,3,8,23,video,3,6,1503,5898,1
18730,860,44,41,93,23,image,3,3,458,13064,2
1313,62,3,3,3,2,video,5,5,988,1814,0
121553,2415,116,55,152,23,image,21,3,363,35311,2
2465,103,7,1,5,10,image,12,0,1091,1939,0
19969,736,48,28,57,4,video,18,3,2550,18395,2
55202,3661,187,73,376,4,image,3,0,1669,33661,2
16197,729,15,29,73,27,image,14,6,3179,11019,1
9605,217,8,2,23,6,image,19,1,2307,6752,1
8262,172,8,7,13,15,reel,18,5,3586,15647,2
7320,400,14,5,35,17,image,17,1,2040,5085,1
2869,121,8,5,14,15,video,18,0,2453,3392,0
3608,238,10,8,21,10,reel,23,0,2787,6003,1
116222,8879,286,146,399,0,image,9,0,699,99460,2
6665,572,38,17,33,1,image,7,6,494,5715,1
1969,134,7,4,4,14,reel,2,0,1698,3856,0
3199,192,6,8,7,26,reel,4,0,438,5874,1
58727,1536,79,48,114,26,image,9,1,3516,17006,2
27339,2247,138,71,216,20,image,1,6,3617,30317,2
22216,1185,55,26,55,8,video,18,5,716,21317,2
5097,65,2,2,3,29,reel,8,1,1174,11696,1
22743,266,16,3,16,11,image,7,3,847,17336,2
2544,165,10,8,17,24,reel,22,4,3547,4905,1
5078,243,5,8,11,4,image,1,1,2969,2569,0
46427,212,7,9,7,17,image,14,4,1078,27561,2
39093,1480,86,61,127,6,image,14,1,2719,27428,2
1383,66,2,1,5,14,video,23,2,264,1764,0
1737,90,6,1,2,24,reel,9,6,574,5115,1
9854,617,18,13,60,29,image,21,3,1867,9824,1
181142,5477,355,104,373,2,video,16,6,1183,62550,2
1000,12,0,0,0,13,image,9,5,744,1730,0
13373,428,17,18,38,2,image,12,2,1894,4709,1
1000,41,2,1,1,16,image,10,0,3287,1731,0
2586,83,2,2,3,30,video,14,1,1912,3577,0
4204,129,7,3,9,10,reel,7,2,1595,3432,0
3801,28,2,0,1,11,image,7,5,443,2026,0
3100,72,5,1,2,8,image,17,5,1626,3000,0
8208,186,8,4,11,26,image,23,2,3110,7664,1
3091,71,4,3,4,26,video,13,2,1440,4284,1
1000,15,1,0,1,25,image,7,5,3132,2636,0
32983,1124,44,18,93,7,reel,1,0,432,24945,2
31419,786,54,29,89,6,video,22,2,2299,26490,2
36964,3002,89,95,213,4,video,22,1,2286,20536,2
1000,39,3,0,2,5,image,4,4,1068,621,0
13877,687,49,8,39,22,image,18,4,589,7358,1
27357,972,49,15,36,16,reel,16,5,2563,14915,2
1266,165,7,6,7,26,video,22,6,2346,5006,1
8237,224,17,9,8,20,reel,12,1,1464,12781,2
6572,392,9,13,36,28,video,5,1,1479,7601,1
223210,9532,475,101,585,1,reel,8,2,3334,141725,2
258872,8975,441,203,294,20,image,18,3,3118,200389,2
1000,40,1,1,3,3,reel,4,5,1437,1218,0
721486,50851,1360,1086,2691,10,image,15,1,1914,561426,2
1560,67,2,2,7,14,video,19,3,1532,2894,0
47344,3662,289,45,381,15,video,2,6,3246,46029,2
46485,344,23,3,19,6,image,12,0,1766,8755,1
1349,17,1,0,0,5,image,6,6,121,1373,0
19690,878,44,18,104,4,image,11,1,418,9797,1
6677,201,12,7,20,6,image,4,2,2656,4373,1
21977,255,12,10,28,21,image,7,1,155,4366,1
12273,806,48,27,25,27,image,3,0,2053,8800,1
69801,1904,136,94,159,10,image,9,1,2024,44857,2
9280,24,0,0,1,26,image,15,4,641,6385,1
5989,152,11,6,9,25,image,7,2,2426,4861,1
58274,821,61,29,31,8,video,20,4,412,41793,2
23033,296,13,12,28,5,image,14,5,3374,14298,2
30250,907,71,23,70,11,video,23,4,2699,13631,2
2449,249,18,6,25,3,reel,16,4,619,2717,0
1234,39,0,0,1,29,reel,5,2,1389,4568,1
2916,101,2,3,12,25,video,13,5,3275,4982,1
2650,53,3,1,3,12,image,16,0,306,1616,0
33361,2413,161,119,279,15,video,11,5,1049,42954,2
46946,1789,62,61,162,10,image,1,0,2546,26751,2
6128,60,2,1,2,0,image,4,4,1861,1892,0
106473,3615,189,109,362,6,image,5,5,1083,51059,2
95153,1014,47,41,81,1,reel,9,6,618,48314,2
12558,150,3,6,7,12,image,20,3,1116,4246,1
1845,39,1,1,1,12,image,0,5,1678,2358,0
138092,5715,393,57,661,11,image,22,1,327,39228,2
7260,454,11,20,54,21,image,12,2,2203,4791,1
10168,352,20,16,28,22,image,23,6,1560,10372,1
4397,290,16,13,13,17,image,16,3,969,4421,1
1633,101,7,3,6,10,video,11,6,3336,2625,0
1000,31,2,0,1,10,reel,2,3,3103,2289,0
25315,692,53,33,58,14,video,17,5,3144,28045,2
1978,17,0,0,1,22,reel,14,1,3433,4163,1
1996999,82198,1849,1313,5262,9,video,8,4,1228,1356183,2
1147,38,1,1,3,22,image,19,1,1298,2779,0
1000,56,2,1,6,9,reel,16,4,1140,2203,0
20297,188,4,7,8,16,image,6,2,891,4734,1
127104,10972,243,387,738,7,reel,3,3,3166,157974,2
9102,197,7,2,15,2,image,15,6,1243,4155,1
22698,633,27,22,32,15,image,2,1,2708,6135,1
1000,32,1,1,2,21,image,12,5,3532,2554,0
2393,49,3,2,1,13,image,23,5,767,2498,0
1173,24,1,0,0,24,video,17,2,1153,3211,0
1000,46,1,1,4,1,reel,7,3,3282,1044,0
10002,419,21,6,25,1,reel,23,6,1485,12174,1
1000,29,1,1,2,28,reel,21,3,3332,5187,1
1000,41,3,1,1,17,reel,11,0,2133,2436,0
3081,74,3,2,6,10,reel,0,4,1262,3788,0
1814,64,2,1,5,20,video,21,0,1669,3707,0
16539,543,34,22,56,23,reel,19,2,3262,24860,2
14045,617,30,25,29,27,image,23,5,187,7477,1
40491,405,21,12,32,28,reel,22,4,2432,34231,2
31391,850,24,12,94,10,video,11,4,3109,25100,2
63162,4211,179,120,209,0,image,0,1,3200,32434,2
8075,317,7,14,13,12,image,9,0,2005,8513,1
13991,909,59,30,55,3,reel,9,6,1425,9361,1
20347,819,28,32,95,15,video,7,1,3590,12729,2
10456,239,6,5,10,5,image,19,6,1471,7851,1
3964,62,3,1,2,20,image,19,2,1454,4784,1
4454,36,1,0,4,27,reel,0,4,1850,5357,1
1860,74,2,1,4,6,video,21,4,1786,1564,0
17307,1336,103,22,58,16,image,7,2,984,12537,2
6841,75,4,2,6,29,reel,4,5,1469,7695,1
2455,70,5,1,2,9,video,6,2,1975,2582,0
2460,127,4,5,8,24,image,1,3,477,3589,0
1000,20,1,0,0,1,image,3,6,1873,442,0
47188,1380,61,25,111,19,image,7,2,2667,11456,1
9334,706,31,9,60,1,video,2,2,711,8735,1
1714,32,0,0,0,2,reel,4,0,884,1366,0
34730,510,16,19,38,17,reel,5,5,3272,29500,2
2954,24,1,0,2,27,video,18,0,3291,5583,1
1000,37,2,1,2,21,image,4,2,408,2458,0
50929,927,24,41,107,12,image,22,1,208,11367,1
3081,110,2,2,12,11,video,23,6,3224,4093,1
3881,180,4,5,9,14,image,8,3,3573,3629,0
8726,422,24,7,34,8,video,0,3,1977,8183,1
63364,2923,100,54,306,0,reel,6,3,3112,71240,2
8400,256,16,6,24,25,image,3,4,1775,8384,1
1000,35,0,1,3,16,image,0,1,1126,1974,0
21568,1244,78,53,66,26,video,19,0,3138,20367,2
3384,298,21,6,33,18,image,2,1,1807,4045,1
242380,19312,438,500,988,11,image,18,6,1671,264886,2
8086,217,15,9,19,1,video,16,0,2146,5367,1
1000,34,2,1,3,23,image,11,3,1126,2159,0
15417,456,23,17,28,18,image,7,5,1039,5858,1
268411,5425,201,142,432,26,reel,9,4,601,165340,2
138227,2882,154,68,265,7,image,7,5,369,66646,2
218757,14175,547,551,1609,11,image,8,0,2520,154907,2
1292,6,0,0,0,7,reel,6,2,1669,1791,0
41851,1211,63,38,102,4,image,23,4,3046,12732,2
2209,77,5,0,3,27,image,22,0,2132,3289,0
12133,805,45,28,28,11,reel,20,2,1877,22015,2
1000,24,0,0,0,0,reel,20,5,3553,1410,0
2540,91,4,1,6,1,image,6,2,1052,1887,0
2398,69,5,1,5,10,video,20,5,3106,4230,1
40839,847,36,14,31,1,image,11,3,3436,21453,2
34244,830,33,34,38,27,reel,3,0,2126,24163,2
13336,258,19,12,13,25,video,17,3,2371,11387,1
1000,14,0,0,1,28,video,23,2,3129,3329,0
4624,199,14,2,7,26,image,19,5,2002,7369,1
2115,50,1,2,3,1,image,0,5,1643,1336,0
38770,619,41,27,62,20,image,2,2,2898,20688,2
67557,3243,184,135,351,26,video,3,6,3238,62176,2
54257,2312,62,56,213,26,video,22,6,1239,52778,2
2081,34,0,0,1,14,image,12,3,1704,2377,0
1000,40,1,1,1,28,image,19,0,2696,3198,0
1000,44,2,1,1,5,image,3,4,2484,1049,0
104707,12145,505,294,1206,21,image,12,3,1299,140517,2
3935,227,8,9,12,8,reel,8,4,2643,5465,1
2097,232,12,8,14,28,reel,12,4,964,5774,1
155871,5301,408,61,242,27,video,16,5,518,108674,2
79006,4866,132,235,336,28,reel,12,6,872,78147,2
8467,421,24,13,25,1,video,1,2,3560,9420,1
4778,235,17,4,14,8,image,19,2,3229,5179,1
6388,53,2,0,1,12,video,21,1,505,2923,0
12196,613,47,19,43,29,image,13,4,2946,7931,1
144362,3557,198,120,142,20,image,4,4,1363,29681,2
17334,299,18,4,23,30,video,19,5,784,13805,2
29937,417,28,13,37,26,image,14,1,1026,13504,2
66481,1154,36,31,91,8,reel,20,5,284,79825,2
1000,62,3,1,2,5,image,14,4,774,1040,0
31531,2720,154,133,232,19,image,16,6,589,19373,2
4768,189,5,4,12,24,image,18,0,612,4942,1
1000,29,1,1,1,6,image,1,2,1143,1013,0
1000,38,2,0,1,20,image,5,6,3311,2448,0
1296,24,0,0,2,12,image,10,5,2238,1608,0
21082,739,33,11,48,24,image,16,4,699,8273,1
9945,371,10,17,26,19,image,6,6,2439,9707,1
11292,795,24,8,30,21,image,10,4,3408,7566,1
271494,10917,554,204,991,1,video,1,3,442,194863,2
1000,25,0,0,1,26,reel,15,1,927,4491,1
7712,487,22,17,47,20,reel,15,4,1676,9133,1
14016,841,18,21,30,6,image,13,3,553,10731,1
2153,98,7,1,5,15,video,12,2,1916,3469,0
8526,535,39,16,51,8,reel,23,1,2273,11443,1
1000,14,0,0,0,3,image,1,1,968,483,0
102521,3767,90,171,124,14,reel,17,3,949,62427,2
2375,217,7,10,21,21,reel,14,1,2672,6160,1
313802,9347,202,221,1092,24,image,10,4,2033,135804,2
7643,411,26,6,26,29,image,4,0,2185,7827,1
51559,1451,78,18,124,19,reel,22,2,259,67811,2
7361,532,27,23,33,0,image,22,4,2676,6348,1
7666,336,23,13,26,12,image,8,5,2070,6712,1
2832,90,6,3,8,13,image,16,6,2559,3794,0
10040,221,9,6,19,30,image,2,0,1223,9982,1
14362,151,8,4,8,3,image,0,2,3277,6275,1
1975,151,7,4,7,27,image,23,4,72,3224,0
6469,61,3,1,4,6,reel,20,0,2467,3649,0
2702,127,3,3,11,20,image,0,3,245,3087,0
508588,13064,496,240,1067,15,reel,1,1,2927,262520,2
6894,233,8,3,9,30,reel,3,3,3029,13156,2
130799,5608,168,103,347,9,image,0,5,1874,109240,2
5698,170,7,8,16,14,reel,8,1,2035,5988,1
12922,82,5,4,3,20,video,9,3,888,10844,1
1000,37,1,1,4,5,image,15,5,69,1008,0
3623,192,15,8,13,8,image,3,5,359,3492,0
11836,433,16,6,43,23,video,21,2,871,14280,2
140759,5016,385,74,304,24,reel,19,1,1802,188142,2
12083,164,5,2,10,20,image,16,2,715,10526,1
97801,4461,175,55,522,5,video,22,4,2920,62550,2
25676,1282,38,51,103,6,reel,4,4,2587,20697,2
151648,1424,48,17,55,28,reel,18,5,2142,103178,2
7286,261,7,12,30,27,reel,10,2,2426,10452,1
598631,18661,1072,674,1189,12,image,8,5,123,481378,2
3382,105,3,1,9,17,image,16,5,966,3413,0
2039,56,1,2,2,1,image,7,4,896,1442,0
1000,36,1,1,3,20,image,0,5,109,2464,0
538124,13514,820,439,1571,3,reel,8,6,1627,436827,2
35419,1333,60,18,85,2,video,18,5,1435,41581,2
4440,425,12,11,18,16,reel,2,0,1486,10118,1
76744,3199,76,102,256,26,image,20,5,2463,61970,2
27940,658,41,26,29,28,image,21,3,2554,7457,1
279017,7516,467,164,524,13,image,11,2,1217,199627,2
1000,42,2,1,3,15,image,5,3,666,1213,0
5025,227,11,4,9,16,reel,19,1,1389,7459,1
3524,62,2,3,7,13,video,6,6,1369,3127,0
1000,20,0,0,1,22,reel,4,0,331,4029,1
54643,2469,157,106,154,23,reel,17,3,1970,31674,2
4980,433,28,6,29,14,image,7,6,1415,5897,1
30679,1102,44,44,117,7,image,14,4,3592,14502,2
566702,54106,3285,2407,3941,26,video,5,6,519,555737,2
4290,100,4,2,11,20,image,23,6,3380,3828,0
3796,41,2,0,1,12,image,5,0,1271,1717,0
10032,477,29,23,25,6,image,23,0,1412,7470,1
47908,2315,150,113,177,12,reel,18,0,963,74834,2
2921,121,3,4,5,26,reel,10,2,1239,6423,1
2602,76,2,1,4,10,image,16,2,200,2409,0
54335,1503,53,23,115,27,video,22,2,3468,30107,2
16019,697,32,18,37,7,image,15,1,1242,4618,1
1000,9,0,0,0,6,image,22,0,3149,698,0
1000,31,1,0,1,2,image,22,3,2812,553,0
120840,8913,482,95,333,4,image,20,3,2601,61111,2
16705,848,46,39,40,8,reel,22,2,1421,12570,2
2055,65,3,2,2,22,image,22,2,2280,2112,0
5962,136,4,5,15,16,video,0,3,1313,4849,1
8298,49,1,2,2,20,reel,14,1,2669,5014,1
30464,492,16,15,14,3,image,16,1,3020,10120,1
1000,90,6,2,10,19,video,2,0,2599,2532,0
1783,24,0,1,2,20,image,15,2,1498,2094,0
13244,899,35,44,48,15,image,20,0,3059,8428,1
6770,577,21,6,62,19,image,17,2,60,7037,1
22682,1034,57,24,112,4,reel,7,2,2649,29052,2
1000,54,4,1,5,15,image,11,1,3061,1766,0
15410,403,29,5,33,22,image,22,4,2384,8310,1
57806,4710,123,88,389,4,image,6,1,1761,32649,2
19463,1268,66,13,148,5,reel,12,1,3422,18362,2
10408,91,2,3,6,23,video,20,6,165,6893,1
6818,160,10,2,16,16,reel,11,6,3436,7312,1
1803,64,2,2,2,6,reel,2,0,1008,1967,0
7118,275,9,9,25,10,image,19,1,1539,3975,0
78234,4915,241,119,585,27,image,8,4,1012,65382,2
6540,173,7,7,5,10,image,9,1,3645,3703,0
1633,27,2,0,1,11,image,20,1,1413,1474,0
3340,259,5,10,26,25,video,2,2,1453,6285,1
11632,140,10,6,13,6,video,17,6,2234,4427,1
4136,86,2,3,8,14,image,18,1,931,2420,0
19410,523,15,21,61,9,reel,21,4,1252,16799,2
20766,1202,77,47,46,15,image,6,6,780,21708,2
40141,1538,78,38,139,8,reel,0,5,2641,60544,2
105072,3283,242,118,287,27,image,20,5,460,88720,2
48656,1833,96,59,88,4,video,3,2,2426,44892,2
1507,70,3,3,3,17,reel,21,2,1351,4605,1
1593,77,2,2,6,19,image,17,4,417,2215,0
7069,524,40,9,46,24,image,9,6,3535,7984,1
3597,61,3,1,5,3,video,8,2,1268,3040,0
1044,55,3,1,3,26,reel,16,4,1205,4002,1
3659,12,0,0,1,7,video,20,6,321,2574,0
3449,190,4,6,11,21,image,0,5,3359,3242,0
2417,61,4,2,3,1,video,0,6,3317,1359,0
4589,44,2,0,3,4,video,19,2,418,3681,0
67589,1836,125,89,157,16,image,9,4,1064,37678,2
11598,356,22,14,36,3,video,11,1,560,6486,1
693326,33020,1554,571,2227,13,video,0,0,2577,307058,2
11013,57,3,1,5,13,image,6,3,620,4793,1
4807,434,27,20,48,14,image,14,5,1455,4342,1
8163,154,3,6,10,1,reel,21,2,2019,3793,0
12857,192,12,3,15,22,image,3,1,3490,8584,1
17737,419,21,13,46,9,image,9,6,3621,11528,1
340469,10049,707,211,573,22,reel,17,2,1567,291182,2
1769,34,2,1,3,6,image,19,1,768,1036,0
38035,1033,31,17,84,6,image,11,1,2110,27969,2
11777,81,1,1,5,1,reel,10,0,1238,11209,1
1000,51,1,1,5,26,video,20,6,1651,4719,1
32443,375,24,11,16,12,image,22,4,3119,5546,1
79357,1701,122,33,56,4,image,18,0,1564,18025,2
